Symbol,Name,Scenario,r,g,payout_DDM,payout_RIM,DDM_price,RIM_price,cheap_mean_3y
A475400,씨메스,Conservative,0.095,0.01,0.2,0.2,-0.0032450612089490413,-0.02677296161308906,0.7243589743589742
A475400,씨메스,Base,0.08,0.02,0.25,0.25,-0.005803358226400204,-0.06485629852264894,0.7243589743589742
A475400,씨메스,Optimistic,0.065,0.03,0.3,0.3,-0.012055379441732185,-0.16348365114864136,0.7243589743589742
A037600,씨모스,Conservative,0.095,-0.01,0.25,0.25,,,
A037600,씨모스,Base,0.08,0.0,0.3,0.3,,,
A037600,씨모스,Optimistic,0.065,0.01,0.35,0.35,,,
A222080,씨아이에스,Conservative,0.095,0.04,0.2,0.2,0.00027904628498280935,-0.17373198996921843,0.20178198339687667
A222080,씨아이에스,Base,0.08,0.05,0.25,0.25,0.0006456299261921969,-0.4270037184585903,0.20178198339687667
A222080,씨아이에스,Optimistic,0.065,0.05,0.3,0.3,0.0015495118228612726,-0.9158242877692239,0.20178198339687667
A264660,씨앤지하이테크,Conservative,0.095,0.04,0.3,0.3,0.007111396830193533,-0.5200165408907875,0.6233700364801923
A264660,씨앤지하이테크,Base,0.08,0.05,0.35,0.35,0.01535674235366312,-1.2944824019750625,0.6233700364801923
A264660,씨앤지하이테크,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.03510112537980141,-2.7762018256928718,0.6233700364801923
A297090,씨에스베어링,Conservative,0.095,-0.1054848448758145,0.2,0.2,-0.00021953009132259327,0.10372114637950652,0.24532153270769091
A297090,씨에스베어링,Base,0.08,-0.0954848448758145,0.25,0.25,-0.00031701086614800667,0.11476774450913883,0.24532153270769091
A297090,씨에스베어링,Optimistic,0.065,-0.08548484487581451,0.3,0.3,-0.0004485153439002921,0.12829829001205903,0.24532153270769091
A083930,아바코,Conservative,0.095,-0.0329779286610591,0.3,0.3,0.0017109613539484003,0.19733324062350835,0.39244153898023854
A083930,아바코,Base,0.08,-0.0229779286610591,0.35,0.35,0.0025063741498095914,0.18374465673305648,0.39244153898023854
A083930,아바코,Optimistic,0.065,-0.012977928661059101,0.39999999999999997,0.39999999999999997,0.003821490606857002,0.14830820050976432,0.39244153898023854
A050860,아세아텍,Conservative,0.095,0.0205745408394839,0.2,0.2,0.0010614326499461056,-0.0948961877824643,0.7707668337135022
A050860,아세아텍,Base,0.08,0.0305745408394839,0.25,0.25,0.0020174739923288472,-0.23287616640718803,0.7707668337135022
A050860,아세아텍,Optimistic,0.065,0.0405745408394839,0.3,0.3,0.004946419589999245,-0.6786901053098561,0.7707668337135022
A159010,아스플로,Conservative,0.095,0.04,0.2,0.2,0.0015699356814580549,-0.19488340416359268,0.30803790303027984
A159010,아스플로,Base,0.08,0.05,0.25,0.25,0.0036323632052965814,-0.4805287545234891,0.30803790303027984
A159010,아스플로,Optimistic,0.065,0.05,0.3,0.3,0.008717671692711796,-1.0304809935315329,0.30803790303027984
A469750,아이비젼웍스,Conservative,0.095,0.04,0.3,0.3,0.00024097180380862056,-0.02682760325546022,0.69710433244916
A469750,아이비젼웍스,Base,0.08,0.05,0.35,0.35,0.0005203677974873657,-0.0664690349752714,0.69710433244916
A469750,아이비젼웍스,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.0011894121085425503,-0.14255742809017616,0.69710433244916
A040910,아이씨디,Conservative,0.095,-0.4236839337589876,0.2,0.2,-0.00018443733079142214,0.35671581599722135,0.37073431868849654
A040910,아이씨디,Base,0.08,-0.4136839337589876,0.25,0.25,-0.00024642440209692257,0.3920455972116047,0.37073431868849654
A040910,아이씨디,Optimistic,0.065,-0.4036839337589876,0.3,0.3,-0.0003167952058697929,0.43215236667126916,0.37073431868849654
A084810,아이알디,Conservative,0.095,-0.01,0.25,0.25,,,
A084810,아이알디,Base,0.08,0.0,0.3,0.3,,,
A084810,아이알디,Optimistic,0.065,0.01,0.35,0.35,,,
A451220,아이엠티,Conservative,0.095,0.0291955973052999,0.2,0.2,-0.0004404487958826413,-0.09828872674076611,0.40824528076149785
A451220,아이엠티,Base,0.08,0.0391955973052999,0.25,0.25,-0.0008965050595683645,-0.22613632377448284,0.40824528076149785
A451220,아이엠티,Optimistic,0.065,0.049195597305299904,0.3,0.3,-0.0028042846214738344,-0.7819271055672619,0.40824528076149785
A053810,아이팩토리,Conservative,0.095,-0.5539721897645611,0.2,0.2,-0.00032004026154394357,0.043357206420470695,
A053810,아이팩토리,Base,0.08,-0.5439721897645611,0.25,0.25,-0.0004254072357301495,0.047417258411521494,
A053810,아이팩토리,Optimistic,0.065,-0.5339721897645611,0.3,0.3,-0.0005434570154517686,0.05198513992542767,
A051820,아이피에스,Conservative,0.095,-0.1555021938846297,0.25,0.25,,,
A051820,아이피에스,Base,0.08,-0.1455021938846297,0.3,0.3,,,
A051820,아이피에스,Optimistic,0.065,-0.1355021938846297,0.35,0.35,,,
A255440,야스,Conservative,0.095,-0.09803337614712279,0.2,0.2,-7.647525298009191e-05,0.38309718807215737,0.5439666459579818
A255440,야스,Base,0.08,-0.0880333761471228,0.25,0.25,-0.00011103407156572745,0.4233859004397579,0.5439666459579818
A255440,야스,Optimistic,0.065,-0.0780333761471228,0.3,0.3,-0.00015824570452116577,0.4727788690433661,0.5439666459579818
A019990,에너토크,Conservative,0.095,0.04,0.2,0.2,0.00021783743881644758,-0.1895426199828639,0.18677567960275254
A019990,에너토크,Base,0.08,0.05,0.25,0.25,0.0005040109011077664,-0.46572674446342216,0.18677567960275254
A019990,에너토크,Optimistic,0.065,0.05,0.3,0.3,0.0012096261626586393,-0.9988894582993354,0.18677567960275254
A389500,에스비비테크,Conservative,0.095,-0.0906182005954683,0.2,0.2,-0.0010100378900176508,0.049082173886974265,0.46316995094734936
A389500,에스비비테크,Base,0.08,-0.0806182005954683,0.25,0.25,-0.00147510564546216,0.05271968499242582,0.46316995094734936
A389500,에스비비테크,Optimistic,0.065,-0.0706182005954683,0.3,0.3,-0.002119236429404163,0.05684236821828647,0.46316995094734936
A037630,에스비엠,Conservative,0.095,-0.2404462475605503,0.25,0.25,,,
A037630,에스비엠,Base,0.08,-0.2304462475605503,0.3,0.3,,,
A037630,에스비엠,Optimistic,0.065,-0.22044624756055028,0.35,0.35,,,
A103230,에스앤더블류,Conservative,0.095,0.04,0.3,0.3,0.0011853375418181817,-0.2886941621959959,0.708569177272167
A103230,에스앤더블류,Base,0.08,0.05,0.35,0.35,0.0025596832333333332,-0.7102241770280455,0.708569177272167
A103230,에스앤더블류,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.005850704533333332,-1.5233422620121189,0.708569177272167
A056190,에스에프에이,Conservative,0.095,0.04,0.2,0.2,0.010598233463957324,-2.069753160461116,0.5251355798546234
A056190,에스에프에이,Base,0.08,0.05,0.25,0.25,0.024521153146776255,-5.087586806228489,0.5251355798546234
A056190,에스에프에이,Optimistic,0.065,0.05,0.3,0.3,0.05885076755226301,-10.911770894686999,0.5251355798546234
A080000,에스엔유,Conservative,0.095,0.04,0.2,0.2,0.0008490217809662401,-0.19130397006882965,0.5830342324573367
A080000,에스엔유,Base,0.08,0.05,0.25,0.25,0.0019643833273557836,-0.47073411184254627,0.5830342324573367
A080000,에스엔유,Optimistic,0.065,0.05,0.3,0.3,0.00471451998565388,-1.0095680830535485,0.5830342324573367
A007820,에스엠코어,Conservative,0.095,0.04,0.2,0.2,-0.0010547160133953125,-0.11985591569781814,0.3120259925505445
A007820,에스엠코어,Base,0.08,0.05,0.25,0.25,-0.0024402984684927602,-0.2907167609645797,0.3120259925505445
A007820,에스엠코어,Optimistic,0.065,0.05,0.3,0.3,-0.005856716324382625,-0.62393096457947,0.3120259925505445
A039440,에스티아이,Conservative,0.095,0.04,0.3,0.3,0.009211871455579166,-0.6731926318475799,0.5144404994536299
A039440,에스티아이,Base,0.08,0.05,0.35,0.35,0.019892623055116868,-1.6631139161393054,0.5144404994536299
A039440,에스티아이,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.04546885269740998,-3.5672129709709397,0.5144404994536299
A317830,에스피시스템스,Conservative,0.095,0.04,0.2,0.2,0.00029958709654584226,-0.29479986942217273,0.2316606321419099
A317830,에스피시스템스,Base,0.08,0.05,0.25,0.25,0.000693155241407147,-0.72429324514833,0.2316606321419099
A317830,에스피시스템스,Optimistic,0.065,0.05,0.3,0.3,0.0016635725793771527,-1.5534681805910147,0.2316606321419099
A043340,에쎈테크,Conservative,0.095,-0.026110222003961597,0.2,0.2,-6.710124557937351e-05,0.0035549633440145807,0.25296042350654674
A043340,에쎈테크,Base,0.08,-0.0161102220039616,0.25,0.25,-0.00010677964085059826,0.0026715795057243373,0.25296042350654674
A043340,에쎈테크,Optimistic,0.065,-0.006110222003961599,0.3,0.3,-0.00017494398831136856,0.0007963356936437469,0.25296042350654674
A163280,에어레인,Conservative,0.095,0.04,0.2,0.2,-0.0037377573295647687,-0.25005750669600224,0.6425066312997347
A163280,에어레인,Base,0.08,0.05,0.25,0.25,-0.008648056321408871,-0.6013319842569362,0.6425066312997347
A163280,에어레인,Optimistic,0.065,0.05,0.3,0.3,-0.020755335171381287,-1.2911307329682642,0.6425066312997347
A195990,에이비프로바이오,Conservative,0.095,-0.11836344032330649,0.2,0.2,-4.296414385823004e-05,0.014731671693696437,0.7514175823048235
A195990,에이비프로바이오,Base,0.08,-0.1083634403233065,0.25,0.25,-6.152304793780646e-05,0.016322274407012845,0.7514175823048235
A195990,에이비프로바이오,Optimistic,0.065,-0.0983634403233065,0.3,0.3,-8.608043991324948e-05,0.01826374853397514,0.7514175823048235
A364950,에이아이코리아,Conservative,0.095,0.04,0.2,0.2,0.0020472668917667475,-0.19457576777662633,0.7277630415561449
A364950,에이아이코리아,Base,0.08,0.05,0.25,0.25,0.004736765344532439,-0.48465953688869035,0.7277630415561449
A364950,에이아이코리아,Optimistic,0.065,0.05,0.3,0.3,0.011368236826877853,-1.0387903175728095,0.7277630415561449
A044780,에이치케이,Conservative,0.095,0.04,0.3,0.3,0.0011892345467933896,-0.150103150887725,0.6590118993036512
A044780,에이치케이,Base,0.08,0.05,0.35,0.35,0.002568098640711687,-0.3690672848829622,0.6590118993036512
A044780,에이치케이,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.00586993975019814,-0.7916210019287013,0.6590118993036512
A071670,에이테크솔루션,Conservative,0.095,0.027951823810945,0.2,0.2,0.0011922202555112488,-0.22787288415960538,0.37894124604098606
A071670,에이테크솔루션,Base,0.08,0.037951823810945,0.25,0.25,0.002399444724450615,-0.529271239959341,0.37894124604098606
A071670,에이테크솔루션,Optimistic,0.065,0.047951823810945,0.3,0.3,0.007170102355464531,-1.7702666268449414,0.37894124604098606
A083500,에프엔에스테크,Conservative,0.095,-0.2592951504601603,0.3,0.3,0.00015806647730462524,0.3576411911722224,0.39065045557452116
A083500,에프엔에스테크,Base,0.08,-0.2492951504601603,0.35,0.35,0.00020108999834320788,0.3964030776476331,0.39065045557452116
A083500,에프엔에스테크,Optimistic,0.065,-0.23929515046016028,0.39999999999999997,0.39999999999999997,0.00025201110860780006,0.44162296428522435,0.39065045557452116
A092870,엑시콘,Conservative,0.095,0.04,0.3,0.3,0.009433505179103772,-0.6153139892761965,0.4888167452136192
A092870,엑시콘,Base,0.08,0.05,0.35,0.35,0.020371231135965277,-1.5140434116541759,0.4888167452136192
A092870,엑시콘,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.04656281402506349,-3.247583312381291,0.4888167452136192
A095300,엔에스브이,Conservative,0.095,-0.2640500327898812,0.25,0.25,,,
A095300,엔에스브이,Base,0.08,-0.2540500327898812,0.3,0.3,,,
A095300,엔에스브이,Optimistic,0.065,-0.2440500327898812,0.35,0.35,,,
A455900,엔젤로보틱스,Conservative,0.095,0.04,0.2,0.2,-0.004090612422887495,-0.037582673753210706,0.7277630415561449
A455900,엔젤로보틱스,Base,0.08,0.05,0.25,0.25,-0.009464457829397152,-0.08974068217350277,0.7277630415561449
A455900,엔젤로보틱스,Optimistic,0.065,0.05,0.3,0.3,-0.022714698790553163,-0.19268233797236886,0.7277630415561449
A419080,엔젯,Conservative,0.095,0.04,0.3,0.3,-0.004573602618870435,-0.22274813294085052,0.29929602665929333
A419080,엔젯,Base,0.08,0.05,0.35,0.35,-0.009876489629692169,-0.5415272750319382,0.29929602665929333
A419080,엔젯,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,-0.022574833439296386,-1.1614873086403656,0.29929602665929333
A227950,엔투텍,Conservative,0.095,-0.3998636080374104,0.2,0.2,-1.8690188533893134e-05,0.05560814977050789,0.5887609947328564
A227950,엔투텍,Base,0.08,-0.3898636080374104,0.25,0.25,-2.501579848665268e-05,0.06117758308328298,0.5887609947328564
A227950,엔투텍,Optimistic,0.065,-0.37986360803741037,0.3,0.3,-3.222558677652668e-05,0.06751717715825717,0.5887609947328564
A138690,엘아이에스,Conservative,0.095,-0.7821968629954421,0.2,0.2,-2.0283350761630037e-05,0.05920690866320609,0.5507993569065999
A138690,엘아이에스,Base,0.08,-0.7721968629954421,0.25,0.25,-2.7296214510602045e-05,0.06445774144920384,0.5507993569065999
A138690,엘아이에스,Optimistic,0.065,-0.7621968629954421,0.3,0.3,-3.5226751842335254e-05,0.07029225226204898,0.5507993569065999
A083310,엘오티베큠,Conservative,0.095,0.04,0.3,0.3,0.009880688419693246,-0.6242804504617668,0.6409965247086447
A083310,엘오티베큠,Base,0.08,0.05,0.35,0.35,0.021336903278103603,-1.5573694287884348,0.6409965247086447
A083310,엘오티베큠,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.048770064635665376,-3.339945870515964,0.6409965247086447
A484870,엠앤씨솔루션,Conservative,0.095,0.04,0.3,0.3,1.115695478526829,-34.56480804829834,0.7200044208664897
A484870,엠앤씨솔루션,Base,0.08,0.05,0.35,0.35,2.409294322620035,-85.41811749069879,0.7200044208664897
A484870,엠앤씨솔루션,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,5.506958451702938,-183.22921537411887,0.7200044208664897
A413390,엠오티,Conservative,0.095,0.04,0.2,0.2,0.000847499845709201,-0.1559222234028153,0.6451149425287356
A413390,엠오티,Base,0.08,0.05,0.25,0.25,0.0019608620228247736,-0.3838003402612497,0.6451149425287356
A413390,엠오티,Optimistic,0.065,0.05,0.3,0.3,0.004706068854779456,-0.8231132248005277,0.6451149425287356
A054440,엠텍반도체,Conservative,0.095,0.04,0.25,0.25,,,
A054440,엠텍반도체,Base,0.08,0.05,0.3,0.3,,,
A054440,엠텍반도체,Optimistic,0.065,0.05,0.35,0.35,,,
A259630,엠플러스,Conservative,0.095,0.04,0.3,0.3,-0.0005076602298593922,-0.2800665938389337,0.6340487865605301
A259630,엠플러스,Base,0.08,0.05,0.35,0.35,-0.0010962694867556585,-0.6870477760893674,0.6340487865605301
A259630,엠플러스,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,-0.0025057588268700766,-1.4736253874568177,0.6340487865605301
A143540,영우디에스피,Conservative,0.095,-0.2321919565846525,0.2,0.2,-0.000104401383235402,0.028631152838682634,0.6280015238989655
A143540,영우디에스피,Base,0.08,-0.2221919565846525,0.25,0.25,-0.00014313826755719158,0.031764699192451944,0.6280015238989655
A143540,영우디에스피,Optimistic,0.065,-0.21219195658465248,0.3,0.3,-0.00018966502814857084,0.035448567855147196,0.6280015238989655
A053330,영진코퍼레이션,Conservative,0.095,-0.4095493529809339,0.25,0.25,,,
A053330,영진코퍼레이션,Base,0.08,-0.3995493529809339,0.3,0.3,,,
A053330,영진코퍼레이션,Optimistic,0.065,-0.3895493529809339,0.35,0.35,,,
A122640,예스티,Conservative,0.095,0.04,0.2,0.2,-0.003679149537362156,-0.20265141467137382,0.3526593448143353
A122640,예스티,Base,0.08,0.05,0.25,0.25,-0.008512455359882392,-0.490553564491147,0.3526593448143353
A122640,예스티,Optimistic,0.065,0.05,0.3,0.3,-0.02042989286371774,-1.0528720578856117,0.3526593448143353
A054250,예일바이오텍,Conservative,0.095,-0.2583360773131163,0.25,0.25,,,
A054250,예일바이오텍,Base,0.08,-0.2483360773131163,0.3,0.3,,,
A054250,예일바이오텍,Optimistic,0.065,-0.2383360773131163,0.35,0.35,,,
A322310,오로스테크놀로지,Conservative,0.095,0.04,0.3,0.3,0.00044370759186358104,-0.30576789484135725,0.19676433369837654
A322310,오로스테크놀로지,Base,0.08,0.05,0.35,0.35,0.000958166634673358,-0.751654735688699,0.19676433369837654
A322310,오로스테크놀로지,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.0021900951649676753,-1.6121901066904498,0.19676433369837654
A014940,오리엔탈정공,Conservative,0.095,-0.0307091390129954,0.2,0.2,0.000246325994291304,0.03131200219762128,0.43924195997174653
A014940,오리엔탈정공,Base,0.08,-0.0207091390129954,0.25,0.25,0.00038830752775090435,0.02901305554117616,0.43924195997174653
A014940,오리엔탈정공,Optimistic,0.065,-0.010709139012995401,0.3,0.3,0.0006261666415792033,0.023013497112126823,0.43924195997174653
A232140,와이씨,Conservative,0.095,0.04,0.3,0.3,0.002262329482848648,-0.20449011152918675,0.4807951230211691
A232140,와이씨,Base,0.08,0.05,0.35,0.35,0.0048853990034271695,-0.502872803090467,0.4807951230211691
A232140,와이씨,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.011166626293547817,-1.0786343061256307,0.4807951230211691
A209640,와이제이링크,Conservative,0.095,0.04,0.2,0.2,0.5011492306872156,-28.41505256295874,0.6578175655761862
A209640,와이제이링크,Base,0.08,0.05,0.25,0.25,1.1595099387895313,-70.96241004141869,0.6578175655761862
A209640,와이제이링크,Optimistic,0.065,0.05,0.3,0.3,2.782823853094875,-152.08224393567914,0.6578175655761862
A101170,우림피티에스,Conservative,0.095,-0.0255727241599762,0.2,0.2,0.0005449057155324849,0.09207829148857448,0.5558418877477659
A101170,우림피티에스,Base,0.08,-0.0155727241599762,0.25,0.25,0.0008681218568376907,0.07725296975504517,0.5558418877477659
A101170,우림피티에스,Optimistic,0.065,-0.0055727241599762,0.3,0.3,0.0014251100722679356,0.04359425868099045,0.5558418877477659
A017370,우신시스템,Conservative,0.095,-0.0078835310005081,0.3,0.3,-0.0001402810441174417,0.025287895939267536,0.5596303504734419
A017370,우신시스템,Base,0.08,0.0021164689994919,0.35,0.35,-0.0002183743111261477,-0.010208086426060085,0.5596303504734419
A017370,우신시스템,Optimistic,0.065,0.0121164689994919,0.39999999999999997,0.39999999999999997,-0.00037121966546599004,-0.08876718831690406,0.5596303504734419
A049800,우진플라임,Conservative,0.095,0.0014620457838996,0.2,0.2,0.001799157539635159,-0.003332032480016304,0.7404879232031162
A049800,우진플라임,Base,0.08,0.0114620457838996,0.25,0.25,0.003099923899683917,-0.05772769441301739,0.7404879232031162
A049800,우진플라임,Optimistic,0.065,0.0214620457838996,0.3,0.3,0.005913819168235128,-0.18674603032282439,0.7404879232031162
A396470,워트,Conservative,0.095,-0.1917867199730257,0.2,0.2,0.00015382573326209488,0.16032323623266523,0.2836348828565543
A396470,워트,Base,0.08,-0.1817867199730257,0.25,0.25,0.00021325094973614173,0.17838512449507624,0.2836348828565543
A396470,워트,Optimistic,0.065,-0.1717867199730257,0.3,0.3,0.0002863770137250065,0.19989345717217227,0.2836348828565543
A240810,원익IPS,Conservative,0.095,-0.1514697871777206,0.2,0.2,0.0010336150321596843,0.6929191749411047,0.376215575364171
A240810,원익IPS,Base,0.08,-0.1414697871777206,0.25,0.25,0.0014548100892185678,0.7719378751729165,0.376215575364171
A240810,원익IPS,Optimistic,0.065,-0.1314697871777206,0.3,0.3,0.0019908365766682524,0.8675560715320153,0.376215575364171
A123100,원익테라세미콘,Conservative,0.095,0.033765568461040896,0.25,0.25,,,
A123100,원익테라세미콘,Base,0.08,0.0437655684610409,0.3,0.3,,,
A123100,원익테라세미콘,Optimistic,0.065,0.05,0.35,0.35,,,
A217820,원익피앤이,Conservative,0.095,0.04,0.2,0.2,0.00042097228533422004,-0.13497097340799788,0.3821340825727775
A217820,원익피앤이,Base,0.08,0.05,0.25,0.25,0.000974004386139872,-0.33205829387987473,0.3821340825727775
A217820,원익피앤이,Optimistic,0.065,0.05,0.3,0.3,0.002337610526735693,-0.7121571051465017,0.3821340825727775
A136150,원일티엔아이,Conservative,0.095,0.04,0.3,0.3,0.002296883925741748,-0.17474331551539296,0.664728853521957
A136150,원일티엔아이,Base,0.08,0.05,0.35,0.35,0.004960017772334944,-0.430554979153252,0.664728853521957
A136150,원일티엔아이,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.011337183479622731,-0.9235182800137048,0.664728853521957
A382840,원준,Conservative,0.095,0.04,0.3,0.3,0.003402473595985547,-0.3546175907863515,0.205572381806138
A382840,원준,Base,0.08,0.05,0.35,0.35,0.007347489055433533,-0.8737636605261059,0.205572381806138
A382840,원준,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.01679426069813379,-1.8741442468397391,0.205572381806138
A036090,위지트,Conservative,0.095,0.04,0.2,0.2,-2.6354161206838896e-06,-0.07170763755962756,0.5937836055402288
A036090,위지트,Base,0.08,0.05,0.25,0.25,-6.097567346534239e-06,-0.17605907301618273,0.5937836055402288
A036090,위지트,Optimistic,0.065,0.05,0.3,0.3,-1.4634161631682174e-05,-0.3776240177131971,0.5937836055402288
A064510,유네코,Conservative,0.095,0.04,0.2,0.2,0.0002408430280440086,-0.08418814105550146,0.5335509521797056
A064510,유네코,Base,0.08,0.05,0.25,0.25,0.000557238977145092,-0.20708700951826867,0.5335509521797056
A064510,유네코,Optimistic,0.065,0.05,0.3,0.3,0.0013373735451482206,-0.44413763946218976,0.5335509521797056
A110500,유니드코리아,Conservative,0.095,0.04,0.25,0.25,,,
A110500,유니드코리아,Base,0.08,0.05,0.3,0.3,,,
A110500,유니드코리아,Optimistic,0.065,0.05,0.35,0.35,,,
A036200,유니셈,Conservative,0.095,0.015649273312510398,0.2,0.2,0.0021141819410583056,-0.08414711995298935,0.5587385167627104
A036200,유니셈,Base,0.08,0.0256492733125104,0.25,0.25,0.003896305841601353,-0.2191630674940327,0.5587385167627104
A036200,유니셈,Optimistic,0.065,0.0356492733125104,0.3,0.3,0.008742479257971572,-0.6091920792555747,0.5587385167627104
A018000,유니슨,Conservative,0.095,0.04,0.25,0.25,-0.0005054282885005512,-0.024575706322119306,0.3171175766313423
A018000,유니슨,Base,0.08,0.05,0.3,0.3,-0.001122633986957955,-0.058902927685679785,0.3171175766313423
A018000,유니슨,Optimistic,0.065,0.05,0.35,0.35,-0.002619479302901895,-0.1264247077091187,0.3171175766313423
A086390,유니테스트,Conservative,0.095,0.04,0.3,0.3,-0.0005996431362071165,-0.32528388583448237,0.3966973397943901
A086390,유니테스트,Base,0.08,0.05,0.35,0.35,-0.001294902445575464,-0.7979611683407476,0.3966973397943901
A086390,유니테스트,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,-0.0029597770184582035,-1.711519708233229,0.3966973397943901
A007050,유리이에스,Conservative,0.095,-0.5382467715115429,0.2,0.2,-1.3221569598273146e-05,0.0020378580875526466,
A007050,유리이에스,Base,0.08,-0.5282467715115429,0.25,0.25,-1.7578877539234736e-05,0.002229867069217848,
A007050,유리이에스,Optimistic,0.065,-0.5182467715115429,0.3,0.3,-2.246516478179144e-05,0.0024460432181285787,
A388720,유일로보틱스,Conservative,0.095,-0.0025857758182557004,0.2,0.2,-0.000382171140816588,0.005282447927617219,0.4589826754558745
A388720,유일로보틱스,Base,0.08,0.0074142241817443,0.25,0.25,-0.000648687335283625,-0.028995328151942244,0.4589826754558745
A388720,유일로보틱스,Optimistic,0.065,0.0174142241817443,0.3,0.3,-0.0011991700145466523,-0.10728380399840912,0.4589826754558745
A340930,유일에너테크,Conservative,0.095,-0.1426648525727035,0.2,0.2,0.00013753114264797504,0.23358982130794348,0.6113767195151075
A340930,유일에너테크,Base,0.08,-0.1326648525727035,0.25,0.25,0.0001943643554439425,0.2602097709329699,0.6113767195151075
A340930,유일에너테크,Optimistic,0.065,-0.1226648525727035,0.3,0.3,0.00026735556493340506,0.29254556992001274,0.6113767195151075
A038720,유일엔시스,Conservative,0.095,-0.1898252397026128,0.25,0.25,,,
A038720,유일엔시스,Base,0.08,-0.1798252397026128,0.3,0.3,,,
A038720,유일엔시스,Optimistic,0.065,-0.1698252397026128,0.35,0.35,,,
A056080,유진로봇,Conservative,0.095,-0.3161639023425411,0.2,0.2,-5.124784802651353e-06,0.05057491120149742,0.31790648163599067
A056080,유진로봇,Base,0.08,-0.3061639023425411,0.25,0.25,-6.920441786484543e-06,0.055866347390852354,0.31790648163599067
A056080,유진로봇,Optimistic,0.065,-0.2961639023425411,0.3,0.3,-9.007350226869053e-06,0.06196518177785929,0.31790648163599067
A084370,유진테크,Conservative,0.095,0.04,0.3,0.3,0.010824762190640392,-0.732605248772681,0.32157580929229357
A084370,유진테크,Base,0.08,0.05,0.35,0.35,0.023375588224179376,-1.8040490465011878,0.32157580929229357
A084370,유진테크,Optimistic,0.065,0.05,0.39999999999999997,0.39999999999999997,0.05342991594098143,-3.8696289763696634,0.32157580929229357
A372170,윤성에프앤씨,Conservative,0.095,0.04,0.2,0.2,0.007325670678658924,-0.9089947890044785,0.29431983619522684
A372170,윤성에프앤씨,Base,0.08,0.05,0.25,0.25,0.016949418337041378,-2.2434213490316797,0.29431983619522684
A372170,윤성에프앤씨,Optimistic,0.065,0.05,0.3,0.3,0.04067860400889931,-4.810724276838714,0.29431983619522684
A302430,이노메트리,Conservative,0.095,0.04,0.2,0.2,0.0018408973360104213,-0.2893181881342369,0.3313000205258107
A302430,이노메트리,Base,0.08,0.05,0.25,0.25,0.004259287706514497,-0.7158636582488517,0.3313000205258107
A302430,이노메트리,Optimistic,0.065,0.05,0.3,0.3,0.010222290495634792,-1.5348524003668262,0.3313000205258107
A086250,이노와이즈,Conservative,0.095,-1.01,0.25,0.2,,,0.775685234305924
A086250,이노와이즈,Base,0.08,-1.0,0.3,0.25,,,0.775685234305924
A086250,이노와이즈,Optimistic,0.065,-0.99,0.35,0.3,,,0.775685234305924
A074610,이엔플러스,Conservative,0.095,0.04,0.2,0.2,-0.0021051358343842017,-0.06772229356984773,0.5015815869320115
A074610,이엔플러스,Base,0.08,0.05,0.25,0.25,-0.00487065682835287,-0.15916339112341837,0.5015815869320115
A074610,이엔플러스,Optimistic,0.065,0.05,0.3,0.3,-0.011689576388046888,-0.3421463409225447,0.5015815869320115
A039030,이오테크닉스,Conservative,0.095,-0.0190886453603911,0.2,0.2,0.008653310047167764,0.501346040623111,0.27451867653513085
A039030,이오테크닉스,Base,0.08,-0.0090886453603911,0.25,0.25,0.013993211202975628,0.3391176702691845,0.27451867653513085
A039030,이오테크닉스,Optimistic,0.065,0.0009113546396089002,0.3,0.3,0.023577660481220137,-0.014702481629942065,0.27451867653513085
A160600,이큐셀,Conservative,0.095,0.04,0.2,0.2,0.00015460986170277621,-0.0713812192330069,0.37053298990218736
A160600,이큐셀,Base,0.08,0.05,0.25,0.25,0.00035772113434837045,-0.17578431387729224,0.37053298990218736
A160600,이큐셀,Optimistic,0.065,0.05,0.3,0.3,0.000858530722436089,-0.3769783465421589,0.37053298990218736
A079950,인베니아,Conservative,0.095,-0.4660368133677318,0.2,0.2,-1.675819783925486e-05,0.07920221866886808,0.8293404437775314
A079950,인베니아,Base,0.08,-0.4560368133677318,0.25,0.25,-2.23353242509549e-05,0.08690782094194813,0.8293404437775314
A079950,인베니아,Optimistic,0.065,-0.44603681336773177,0.3,0.3,-2.8630394593568922e-05,0.09561776203201468,0.8293404437775314
A064290,인텍플러스,Conservative,0.095,0.04,0.2,0.2,0.002768172892208483,-0.1919185454452802,0.41456535004242684
