Symbol,Name,FCF_z,PBR_z,PER_z,ROA_z,ROE_z,ROIC_z,매출총이익률_z,영업이익률_z,총자산회전율_z,CFO_NI_z,Accruals_z,SalesGrowth_z,EBITGrowth_z,부채비율_z,이자보상배율_z,NIGrowth_z,SalesCAGR3Y_z,EV_EBITDA_z,유동비율_z,F_Score_z,FinalScore
A000210,DL,-0.019439682287302622,-0.6584866676015688,-0.37999495521440624,0.026566903289549065,0.16920792311877345,0.003869353911380897,-0.2651460640832381,0.19509232384897648,-1.0295995133692564,0.0029004640198511352,0.5446320869545878,0.9629409582332435,0.18517175034064123,0.02207650536218532,-0.1095010473255673,-0.05382263448021293,0.3930364395233086,-0.017372318164569966,-0.4629549163064292,-0.11069820009326152,-0.03007606451616578
A000220,유유제약,-0.3126479979812544,-0.5880137288887792,,0.09165261073920865,0.15245996199578285,0.14179978283272385,-0.07992212593389288,0.132759482294918,0.5095377026244534,-0.25852165959967893,0.1613503823809662,-0.07896552452506385,-0.027579881339040574,-0.2183112622277766,-0.2284491061610931,0.2495118819969778,,0.060966944272034064,-0.2921368740416074,-0.9839779119400748,-0.08713818463895537
A000230,일동홀딩스,,1.0447956111632766,,-0.5247616513537496,-1.6738302131762473,0.030642122846808454,-0.16194641802196133,0.13042798928271773,0.5981261129347498,-0.08111955955849501,-3.049092826659686,-0.0792912408171953,0.4353995105429865,3.587626736546591,,0.18425136670273923,,0.0009999912779924912,-0.5362171027258475,-0.5945134371875015,-0.043031438012676365
A000240,한국앤컴퍼니,-0.4915437988284096,-0.5145558233370893,-0.2897465049330816,0.05032227389123981,-0.14615744407392653,0.8274573133588233,-0.1366663725717638,0.8433985411767976,-1.2026110728475938,-0.12006947053147617,-0.0184622859285776,-0.15751785616840355,0.07632877620946192,-1.069692444717938,-0.12584592511605588,0.04551705297927592,-0.1680560402233087,-0.06466224230751542,-0.1576990056007198,0.11455662760043417,-0.1352852850984914
A000250,삼천당제약,,0.7796417868935452,0.2244390696529628,0.17073340534997983,0.2142896975330069,0.16466566643875524,0.33209901649127793,0.13272127591657046,-0.07083648621146571,0.016178963723028045,0.040956008649789884,-0.07821719056880747,-0.3119741418455888,-0.41044227144401363,-0.2221452309915716,-0.13657103313199645,,-0.11013150794199833,-0.032749414802964394,-0.41594763150999753,0.01592833234447293
A000270,기아,3.577225096387302,-0.2050159370192319,-0.3617146032434943,0.9686498032430295,0.48615963508057886,1.6797001725994534,1.2865385858216707,0.9109984710854274,0.30817647928023145,0.045281759034596115,-1.6064451718056143,0.11547905170659545,0.0926149825583819,-0.3760196641586675,-0.13793324155936648,0.22009455800896585,0.22530044476936736,-0.15042238577024392,-0.15890204711306488,0.9889540362765388,0.39543600125912276
A000280,동아건설,,,,0.8543364753686763,0.7879390291916644,0.04118103835601649,0.49643696734511494,0.27012555741272165,-0.6452694399447408,-0.1043563675037509,0.2486338313503487,-0.09462256680147944,0.1941385894302081,-0.31388156843565723,-0.26533035400112215,0.03600672590928692,-0.08991380740777889,-0.0036494889043020458,-0.20133854178434554,-0.0013188602968575158,0.0711245423108237
A000300,DH오토넥스,,0.2969757773881964,,-2.46487357810256,-0.0869912612243781,-0.4595922805851749,-2.0600466375870337,-3.395521069588033,-1.3609819284906741,0.03268315708842799,-0.23006964600265553,-2.408158230056067,0.5419409396796048,0.626553625537498,-0.19717561600565733,0.2691789476417427,-1.809648694428577,-0.1342516298890896,-0.6488822609418534,-1.208920208551744,-0.8165433663398904
A000320,노루홀딩스,-0.05736467109174613,-0.49573367622468045,0.623511303573084,-0.11418542473461883,-0.12745642088819986,-0.30893339297821987,-0.5249287643241506,-0.29387091020664907,0.7097766093276753,-0.08671906092761994,-0.18885816414725795,-0.04131566859043936,0.102215342961178,-0.23794733000797538,-0.16490288463972522,0.18728366902046412,-0.143599480823623,-0.0190742642539741,-0.2792078512286097,1.1404585955361572,-0.016042622232446534
A000360,삼환기업,,,,0.0776732162402613,0.0740417047188463,-0.09877914259008297,0.10199892308205122,0.182821252891469,-0.2485788518902068,0.17994549093679288,-0.004540163032586073,-0.23124531974953957,0.1897634327469331,0.1008760577878839,-0.27966198520194846,-0.11976632223877182,-0.4117504548369218,0.5253281646043211,-0.3187897409326503,-0.009688314894436814,-0.01707953249168152
A000370,한화손해보험,,-0.6343934794264984,-0.718035590784635,-0.5607977572869737,-0.5195960076503819,,0.5362972726952168,-0.7127269882398974,0.49093983415431913,1.3742439848912742,-0.21598557606568347,0.12821221969424146,,-0.232975864774852,,0.32487626238748984,0.056173138067270145,,,0.5263448771851706,-0.01124454822528141
A000390,삼화페인트,,-0.5651653584967972,-0.2175553960753647,-0.020024592845973122,-0.015654730552722942,-0.1489813488437334,-0.2867912268241797,0.09131717845791776,0.45354075471205957,1.3136750420668037,-0.10170797351712908,-0.23044593686398462,0.3467877306179517,-0.07342931613411023,-0.10950856142903354,-0.010204832585217649,-0.1869782686358378,0.04424285087127989,-0.4655617034830444,0.5465245025096337,0.019162042786764102
A000400,롯데손해보험,,0.25055105050104537,-0.6691585638980122,-0.6600348442988477,-0.07290337925735228,,-0.24723043911088896,-0.34439024633761434,-0.7618779710378938,0.2559804612130021,0.08041157102262793,0.0884664241954325,,1.450872958961466,,-1.8782559012451776,-0.5804244782879852,,,-0.10675700711941778,-0.22819645462140117
A000430,대원강업,-0.3497299025242008,-0.4772708822758152,-0.17593885598731435,0.09100148870439695,0.01704114666494329,-0.018780474528829357,-0.3925707156685359,0.017681465462279406,-0.12021193449147205,0.0016300846317340207,-0.07315982818924066,-0.09943989624059839,-0.7347222889446346,-0.435275831769236,-0.15756942140217958,-0.048655484688063765,-0.26196257359615177,-0.10887132225754875,-0.3672638558552352,1.0095349160744178,-0.13422670834406425
